path,y,a,fold
CelebA/img_align_celeba/000513.jpg,0,1,8
CelebA/img_align_celeba/000515.jpg,1,0,2
CelebA/img_align_celeba/000519.jpg,0,1,6
CelebA/img_align_celeba/000520.jpg,0,0,8
CelebA/img_align_celeba/000521.jpg,1,0,2
CelebA/img_align_celeba/000525.jpg,0,1,5
CelebA/img_align_celeba/000526.jpg,0,0,3
CelebA/img_align_celeba/000528.jpg,0,1,1
CelebA/img_align_celeba/000539.jpg,1,1,5
CelebA/img_align_celeba/000541.jpg,1,1,2
CelebA/img_align_celeba/000545.jpg,1,0,2
CelebA/img_align_celeba/000546.jpg,1,0,5
CelebA/img_align_celeba/000549.jpg,1,1,10
CelebA/img_align_celeba/000555.jpg,0,0,5
CelebA/img_align_celeba/000559.jpg,1,0,4
CelebA/img_align_celeba/000561.jpg,1,0,7
CelebA/img_align_celeba/000568.jpg,1,1,9
CelebA/img_align_celeba/000578.jpg,0,0,4
CelebA/img_align_celeba/000579.jpg,0,1,3
CelebA/img_align_celeba/000585.jpg,0,0,6
CelebA/img_align_celeba/000587.jpg,1,0,2
CelebA/img_align_celeba/000588.jpg,1,1,9
CelebA/img_align_celeba/000591.jpg,1,0,2
CelebA/img_align_celeba/000592.jpg,0,0,3
CelebA/img_align_celeba/000593.jpg,1,0,1
CelebA/img_align_celeba/000595.jpg,1,1,3
CelebA/img_align_celeba/000598.jpg,1,1,4
CelebA/img_align_celeba/000602.jpg,0,1,4
CelebA/img_align_celeba/000603.jpg,1,0,7
CelebA/img_align_celeba/000605.jpg,0,1,8
CelebA/img_align_celeba/000606.jpg,1,1,7
CelebA/img_align_celeba/000608.jpg,0,0,5
CelebA/img_align_celeba/000615.jpg,1,1,6
CelebA/img_align_celeba/000616.jpg,1,1,8
CelebA/img_align_celeba/000620.jpg,0,0,3
CelebA/img_align_celeba/000621.jpg,1,1,4
CelebA/img_align_celeba/000622.jpg,1,0,5
CelebA/img_align_celeba/000623.jpg,0,0,9
CelebA/img_align_celeba/000628.jpg,0,0,2
CelebA/img_align_celeba/000629.jpg,0,0,4
CelebA/img_align_celeba/000633.jpg,0,1,3
CelebA/img_align_celeba/000637.jpg,1,0,6
CelebA/img_align_celeba/000641.jpg,0,1,4
CelebA/img_align_celeba/000642.jpg,0,1,5
CelebA/img_align_celeba/000651.jpg,1,0,6
CelebA/img_align_celeba/000653.jpg,1,1,1
CelebA/img_align_celeba/000654.jpg,0,0,7
CelebA/img_align_celeba/000657.jpg,0,0,6
CelebA/img_align_celeba/000660.jpg,1,0,9
CelebA/img_align_celeba/000662.jpg,0,0,10
CelebA/img_align_celeba/000663.jpg,1,1,7
CelebA/img_align_celeba/000670.jpg,1,0,10
CelebA/img_align_celeba/000672.jpg,1,0,4
CelebA/img_align_celeba/000675.jpg,0,0,3
CelebA/img_align_celeba/000676.jpg,0,1,2
CelebA/img_align_celeba/000677.jpg,0,0,1
CelebA/img_align_celeba/000685.jpg,1,0,5
CelebA/img_align_celeba/000688.jpg,1,0,2
CelebA/img_align_celeba/000690.jpg,1,0,1
CelebA/img_align_celeba/000695.jpg,0,0,7
CelebA/img_align_celeba/000696.jpg,1,0,2
CelebA/img_align_celeba/000699.jpg,1,1,7
CelebA/img_align_celeba/000702.jpg,1,1,4
CelebA/img_align_celeba/000704.jpg,0,1,4
CelebA/img_align_celeba/000719.jpg,0,1,8
CelebA/img_align_celeba/000721.jpg,0,1,2
CelebA/img_align_celeba/000722.jpg,0,1,1
CelebA/img_align_celeba/000728.jpg,0,0,1
CelebA/img_align_celeba/000732.jpg,1,0,7
CelebA/img_align_celeba/000733.jpg,0,0,4
CelebA/img_align_celeba/000747.jpg,0,0,5
CelebA/img_align_celeba/000748.jpg,1,1,5
CelebA/img_align_celeba/000751.jpg,0,1,6
CelebA/img_align_celeba/000753.jpg,1,0,5
CelebA/img_align_celeba/000755.jpg,0,0,8
CelebA/img_align_celeba/000756.jpg,1,0,7
CelebA/img_align_celeba/000760.jpg,1,1,9
CelebA/img_align_celeba/000762.jpg,0,1,9
CelebA/img_align_celeba/000768.jpg,0,0,8
CelebA/img_align_celeba/000771.jpg,0,0,3
CelebA/img_align_celeba/000772.jpg,1,1,3
CelebA/img_align_celeba/000779.jpg,0,0,7
CelebA/img_align_celeba/000784.jpg,1,0,3
CelebA/img_align_celeba/000785.jpg,0,1,10
CelebA/img_align_celeba/000787.jpg,0,1,9
CelebA/img_align_celeba/000788.jpg,1,0,6
CelebA/img_align_celeba/000791.jpg,1,0,2
CelebA/img_align_celeba/000794.jpg,1,1,2
CelebA/img_align_celeba/000796.jpg,0,1,10
CelebA/img_align_celeba/000798.jpg,0,0,4
CelebA/img_align_celeba/000799.jpg,1,1,3
CelebA/img_align_celeba/000800.jpg,0,1,2
CelebA/img_align_celeba/000808.jpg,1,0,4
CelebA/img_align_celeba/000815.jpg,0,0,6
CelebA/img_align_celeba/000817.jpg,0,1,9
CelebA/img_align_celeba/000819.jpg,1,1,2
CelebA/img_align_celeba/000828.jpg,1,1,3
CelebA/img_align_celeba/000830.jpg,1,0,10
CelebA/img_align_celeba/000831.jpg,0,1,5
CelebA/img_align_celeba/000835.jpg,1,1,3
CelebA/img_align_celeba/000836.jpg,0,0,5
CelebA/img_align_celeba/000840.jpg,1,1,9
CelebA/img_align_celeba/000841.jpg,1,0,10
CelebA/img_align_celeba/000851.jpg,0,0,5
CelebA/img_align_celeba/000853.jpg,0,0,1
CelebA/img_align_celeba/000855.jpg,1,0,5
CelebA/img_align_celeba/000857.jpg,0,1,6
CelebA/img_align_celeba/000861.jpg,0,0,8
CelebA/img_align_celeba/000862.jpg,1,1,8
CelebA/img_align_celeba/000864.jpg,0,1,4
CelebA/img_align_celeba/000865.jpg,1,1,8
CelebA/img_align_celeba/000866.jpg,1,1,2
CelebA/img_align_celeba/000867.jpg,0,1,1
CelebA/img_align_celeba/000873.jpg,1,0,3
CelebA/img_align_celeba/000883.jpg,1,1,4
CelebA/img_align_celeba/000887.jpg,0,1,5
CelebA/img_align_celeba/000888.jpg,0,0,10
CelebA/img_align_celeba/000890.jpg,1,1,6
CelebA/img_align_celeba/000891.jpg,0,1,6
CelebA/img_align_celeba/000899.jpg,0,1,7
CelebA/img_align_celeba/000902.jpg,0,0,2
CelebA/img_align_celeba/000904.jpg,0,0,10
CelebA/img_align_celeba/000905.jpg,0,0,2
CelebA/img_align_celeba/000912.jpg,1,1,1
CelebA/img_align_celeba/000922.jpg,1,1,8
CelebA/img_align_celeba/000925.jpg,0,1,9
CelebA/img_align_celeba/000926.jpg,0,0,5
CelebA/img_align_celeba/000931.jpg,1,0,3
CelebA/img_align_celeba/000935.jpg,0,0,10
CelebA/img_align_celeba/000944.jpg,0,0,1
CelebA/img_align_celeba/000952.jpg,1,1,3
CelebA/img_align_celeba/000953.jpg,1,0,10
CelebA/img_align_celeba/000955.jpg,0,1,3
CelebA/img_align_celeba/000958.jpg,0,0,4
CelebA/img_align_celeba/000959.jpg,1,0,3
CelebA/img_align_celeba/000962.jpg,1,0,10
CelebA/img_align_celeba/000970.jpg,0,1,2
CelebA/img_align_celeba/000971.jpg,1,0,4
CelebA/img_align_celeba/000974.jpg,0,1,4
CelebA/img_align_celeba/000975.jpg,1,0,5
CelebA/img_align_celeba/000981.jpg,0,1,3
CelebA/img_align_celeba/000987.jpg,0,0,7
CelebA/img_align_celeba/000996.jpg,0,1,9
CelebA/img_align_celeba/000997.jpg,0,1,1
CelebA/img_align_celeba/000999.jpg,0,0,3
CelebA/img_align_celeba/001007.jpg,0,1,5
CelebA/img_align_celeba/001016.jpg,0,1,5
CelebA/img_align_celeba/001028.jpg,0,1,2
CelebA/img_align_celeba/001030.jpg,1,0,5
CelebA/img_align_celeba/001034.jpg,1,1,6
CelebA/img_align_celeba/001035.jpg,1,0,6
CelebA/img_align_celeba/001042.jpg,1,1,9
CelebA/img_align_celeba/001045.jpg,1,1,10
CelebA/img_align_celeba/001046.jpg,0,1,4
CelebA/img_align_celeba/001048.jpg,1,0,4
CelebA/img_align_celeba/001055.jpg,0,0,3
CelebA/img_align_celeba/001058.jpg,0,1,1
CelebA/img_align_celeba/001060.jpg,0,1,3
CelebA/img_align_celeba/001066.jpg,0,0,4
CelebA/img_align_celeba/001072.jpg,0,0,5
CelebA/img_align_celeba/001074.jpg,1,0,7
CelebA/img_align_celeba/001076.jpg,0,1,5
CelebA/img_align_celeba/001077.jpg,1,1,7
CelebA/img_align_celeba/001078.jpg,0,1,9
CelebA/img_align_celeba/001083.jpg,0,1,5
CelebA/img_align_celeba/001085.jpg,1,1,2
CelebA/img_align_celeba/001089.jpg,0,0,10
CelebA/img_align_celeba/001092.jpg,0,0,3
CelebA/img_align_celeba/001093.jpg,1,1,1
CelebA/img_align_celeba/001096.jpg,0,0,2
CelebA/img_align_celeba/001098.jpg,0,1,7
CelebA/img_align_celeba/001099.jpg,1,0,10
CelebA/img_align_celeba/001100.jpg,1,0,10
CelebA/img_align_celeba/001112.jpg,0,1,6
CelebA/img_align_celeba/001117.jpg,1,0,2
CelebA/img_align_celeba/001119.jpg,0,1,2
CelebA/img_align_celeba/001122.jpg,0,1,4
CelebA/img_align_celeba/001123.jpg,0,0,1
CelebA/img_align_celeba/001127.jpg,0,0,6
CelebA/img_align_celeba/001130.jpg,1,1,6
CelebA/img_align_celeba/001131.jpg,0,1,9
CelebA/img_align_celeba/001135.jpg,0,1,5
CelebA/img_align_celeba/001141.jpg,1,1,5
CelebA/img_align_celeba/001142.jpg,0,1,3
CelebA/img_align_celeba/001147.jpg,1,0,1
CelebA/img_align_celeba/001153.jpg,0,1,9
CelebA/img_align_celeba/001155.jpg,1,1,1
CelebA/img_align_celeba/001157.jpg,1,1,4
CelebA/img_align_celeba/001158.jpg,1,1,10
CelebA/img_align_celeba/001160.jpg,0,0,6
CelebA/img_align_celeba/001162.jpg,1,0,2
CelebA/img_align_celeba/001169.jpg,1,0,5
CelebA/img_align_celeba/001178.jpg,1,1,3
CelebA/img_align_celeba/001179.jpg,0,1,1
CelebA/img_align_celeba/001182.jpg,1,0,7
CelebA/img_align_celeba/001183.jpg,1,1,6
CelebA/img_align_celeba/001184.jpg,1,1,9
CelebA/img_align_celeba/001185.jpg,0,0,9
CelebA/img_align_celeba/001186.jpg,1,1,4
CelebA/img_align_celeba/001189.jpg,0,0,5
CelebA/img_align_celeba/001190.jpg,1,0,2
CelebA/img_align_celeba/001194.jpg,0,1,1
CelebA/img_align_celeba/001196.jpg,1,0,10
CelebA/img_align_celeba/001197.jpg,1,0,4
CelebA/img_align_celeba/001199.jpg,0,0,5
CelebA/img_align_celeba/001204.jpg,1,0,4
CelebA/img_align_celeba/001209.jpg,0,0,5
CelebA/img_align_celeba/001211.jpg,1,1,9
CelebA/img_align_celeba/001212.jpg,1,1,3
CelebA/img_align_celeba/001216.jpg,1,0,4
CelebA/img_align_celeba/001217.jpg,1,0,4
CelebA/img_align_celeba/001219.jpg,0,1,7
CelebA/img_align_celeba/001222.jpg,1,0,7
CelebA/img_align_celeba/001224.jpg,1,0,5
CelebA/img_align_celeba/001233.jpg,0,1,3
CelebA/img_align_celeba/001236.jpg,1,1,5
CelebA/img_align_celeba/001237.jpg,0,0,9
CelebA/img_align_celeba/001238.jpg,1,1,4
CelebA/img_align_celeba/001244.jpg,0,1,1
CelebA/img_align_celeba/001245.jpg,1,0,2
CelebA/img_align_celeba/001246.jpg,1,1,10
CelebA/img_align_celeba/001249.jpg,1,1,4
CelebA/img_align_celeba/001250.jpg,1,0,9
CelebA/img_align_celeba/001252.jpg,1,0,7
CelebA/img_align_celeba/001255.jpg,1,1,9
CelebA/img_align_celeba/001257.jpg,0,0,3
CelebA/img_align_celeba/001259.jpg,0,0,9
CelebA/img_align_celeba/001260.jpg,1,0,2
CelebA/img_align_celeba/001261.jpg,1,1,8
CelebA/img_align_celeba/001271.jpg,0,1,6
CelebA/img_align_celeba/001272.jpg,1,0,3
CelebA/img_align_celeba/001273.jpg,1,0,8
CelebA/img_align_celeba/001275.jpg,0,0,5
CelebA/img_align_celeba/001277.jpg,0,1,10
CelebA/img_align_celeba/001280.jpg,1,1,1
CelebA/img_align_celeba/001281.jpg,0,0,1
CelebA/img_align_celeba/001286.jpg,1,0,3
CelebA/img_align_celeba/001287.jpg,0,1,3
CelebA/img_align_celeba/001288.jpg,1,0,6
CelebA/img_align_celeba/001289.jpg,1,1,9
CelebA/img_align_celeba/001291.jpg,0,0,1
CelebA/img_align_celeba/001301.jpg,0,1,7
CelebA/img_align_celeba/001302.jpg,0,0,2
CelebA/img_align_celeba/001304.jpg,1,1,1
CelebA/img_align_celeba/001305.jpg,0,1,3
CelebA/img_align_celeba/001308.jpg,1,0,9
CelebA/img_align_celeba/001310.jpg,0,0,4
CelebA/img_align_celeba/001314.jpg,0,0,10
CelebA/img_align_celeba/001318.jpg,0,1,2
CelebA/img_align_celeba/001322.jpg,1,0,5
CelebA/img_align_celeba/001325.jpg,1,0,9
CelebA/img_align_celeba/001328.jpg,0,1,6
CelebA/img_align_celeba/001331.jpg,1,1,4
CelebA/img_align_celeba/001333.jpg,1,1,3
CelebA/img_align_celeba/001337.jpg,1,0,1
CelebA/img_align_celeba/001341.jpg,0,1,8
CelebA/img_align_celeba/001350.jpg,1,1,5
CelebA/img_align_celeba/001352.jpg,0,0,3
CelebA/img_align_celeba/001356.jpg,0,0,9
CelebA/img_align_celeba/001357.jpg,1,0,9
CelebA/img_align_celeba/001360.jpg,1,1,5
CelebA/img_align_celeba/001369.jpg,1,0,4
CelebA/img_align_celeba/001370.jpg,1,0,1
CelebA/img_align_celeba/001372.jpg,0,0,5
CelebA/img_align_celeba/001378.jpg,1,1,4
CelebA/img_align_celeba/001386.jpg,1,0,3
CelebA/img_align_celeba/001387.jpg,0,1,4
CelebA/img_align_celeba/001388.jpg,1,0,10
CelebA/img_align_celeba/001389.jpg,1,1,7
CelebA/img_align_celeba/001393.jpg,0,0,7
CelebA/img_align_celeba/001396.jpg,1,0,3
CelebA/img_align_celeba/001397.jpg,1,1,9
CelebA/img_align_celeba/001399.jpg,0,0,8
CelebA/img_align_celeba/001404.jpg,1,1,8
CelebA/img_align_celeba/001406.jpg,1,1,10
CelebA/img_align_celeba/001418.jpg,1,0,6
CelebA/img_align_celeba/001419.jpg,0,1,7
CelebA/img_align_celeba/001426.jpg,1,1,9
CelebA/img_align_celeba/001430.jpg,1,1,4
CelebA/img_align_celeba/001433.jpg,0,1,1
CelebA/img_align_celeba/001438.jpg,1,1,6
CelebA/img_align_celeba/001439.jpg,0,0,6
CelebA/img_align_celeba/001445.jpg,1,0,4
CelebA/img_align_celeba/001455.jpg,0,1,2
CelebA/img_align_celeba/001456.jpg,1,0,6
CelebA/img_align_celeba/001458.jpg,0,0,5
CelebA/img_align_celeba/001462.jpg,1,1,7
CelebA/img_align_celeba/001464.jpg,1,0,3
CelebA/img_align_celeba/001465.jpg,1,1,3
CelebA/img_align_celeba/001467.jpg,1,0,5
CelebA/img_align_celeba/001482.jpg,1,1,9
CelebA/img_align_celeba/001485.jpg,0,0,4
CelebA/img_align_celeba/001496.jpg,1,1,3
CelebA/img_align_celeba/001498.jpg,0,1,5
CelebA/img_align_celeba/001507.jpg,1,1,1
CelebA/img_align_celeba/001508.jpg,1,1,2
CelebA/img_align_celeba/001513.jpg,0,0,5
CelebA/img_align_celeba/001516.jpg,0,1,10
CelebA/img_align_celeba/001517.jpg,1,0,4
CelebA/img_align_celeba/001523.jpg,0,1,9
CelebA/img_align_celeba/001530.jpg,1,0,2
CelebA/img_align_celeba/001531.jpg,0,0,3
CelebA/img_align_celeba/001534.jpg,1,0,4
CelebA/img_align_celeba/001542.jpg,1,1,3
CelebA/img_align_celeba/001544.jpg,0,1,3
CelebA/img_align_celeba/001545.jpg,1,0,4
CelebA/img_align_celeba/001547.jpg,0,0,10
CelebA/img_align_celeba/001548.jpg,1,1,10
CelebA/img_align_celeba/001549.jpg,1,1,4
CelebA/img_align_celeba/001551.jpg,1,1,1
CelebA/img_align_celeba/001556.jpg,0,0,7
CelebA/img_align_celeba/001558.jpg,1,0,3
CelebA/img_align_celeba/001559.jpg,1,1,10
CelebA/img_align_celeba/001566.jpg,0,1,2
CelebA/img_align_celeba/001572.jpg,0,1,6
CelebA/img_align_celeba/001575.jpg,1,1,8
CelebA/img_align_celeba/001580.jpg,1,0,4
CelebA/img_align_celeba/001582.jpg,1,0,4
CelebA/img_align_celeba/001585.jpg,1,1,7
CelebA/img_align_celeba/001587.jpg,0,1,4
CelebA/img_align_celeba/001589.jpg,1,0,9
CelebA/img_align_celeba/001590.jpg,1,1,7
CelebA/img_align_celeba/001592.jpg,0,1,9
CelebA/img_align_celeba/001594.jpg,0,1,8
CelebA/img_align_celeba/001595.jpg,1,1,6
CelebA/img_align_celeba/001597.jpg,0,1,8
CelebA/img_align_celeba/001599.jpg,1,0,6
CelebA/img_align_celeba/001601.jpg,1,0,9
CelebA/img_align_celeba/001604.jpg,0,1,5
CelebA/img_align_celeba/001605.jpg,1,0,3
CelebA/img_align_celeba/001606.jpg,1,0,6
CelebA/img_align_celeba/001607.jpg,0,1,7
CelebA/img_align_celeba/001611.jpg,1,0,10
CelebA/img_align_celeba/001616.jpg,1,0,8
CelebA/img_align_celeba/001622.jpg,1,1,9
CelebA/img_align_celeba/001623.jpg,0,0,7
CelebA/img_align_celeba/001627.jpg,1,0,9
CelebA/img_align_celeba/001633.jpg,1,0,6
CelebA/img_align_celeba/001634.jpg,0,0,5
CelebA/img_align_celeba/001639.jpg,1,1,3
CelebA/img_align_celeba/001643.jpg,1,1,5
CelebA/img_align_celeba/001644.jpg,1,1,1
CelebA/img_align_celeba/001646.jpg,0,0,2
CelebA/img_align_celeba/001648.jpg,1,1,2
CelebA/img_align_celeba/001654.jpg,1,0,2
CelebA/img_align_celeba/001655.jpg,0,0,5
CelebA/img_align_celeba/001656.jpg,0,0,9
CelebA/img_align_celeba/001657.jpg,1,0,3
CelebA/img_align_celeba/001658.jpg,1,1,5
CelebA/img_align_celeba/001666.jpg,1,0,2
CelebA/img_align_celeba/001667.jpg,0,1,5
CelebA/img_align_celeba/001669.jpg,0,0,9
CelebA/img_align_celeba/001673.jpg,0,1,9
CelebA/img_align_celeba/001675.jpg,1,1,4
CelebA/img_align_celeba/001682.jpg,0,1,4
CelebA/img_align_celeba/001685.jpg,1,1,5
CelebA/img_align_celeba/001689.jpg,1,0,5
CelebA/img_align_celeba/001691.jpg,1,1,1
CelebA/img_align_celeba/001693.jpg,1,0,7
CelebA/img_align_celeba/001694.jpg,0,1,3
CelebA/img_align_celeba/001700.jpg,0,1,7
CelebA/img_align_celeba/001709.jpg,1,1,8
CelebA/img_align_celeba/001716.jpg,0,0,7
CelebA/img_align_celeba/001721.jpg,1,0,9
CelebA/img_align_celeba/001723.jpg,1,0,4
CelebA/img_align_celeba/001732.jpg,1,1,5
CelebA/img_align_celeba/001739.jpg,1,1,2
CelebA/img_align_celeba/001741.jpg,0,0,10
CelebA/img_align_celeba/001744.jpg,1,1,10
CelebA/img_align_celeba/001748.jpg,0,1,3
CelebA/img_align_celeba/001749.jpg,0,0,9
CelebA/img_align_celeba/001750.jpg,0,0,2
CelebA/img_align_celeba/001752.jpg,1,1,7
CelebA/img_align_celeba/001753.jpg,0,1,8
CelebA/img_align_celeba/001755.jpg,0,1,10
CelebA/img_align_celeba/001756.jpg,1,1,10
CelebA/img_align_celeba/001763.jpg,1,0,6
CelebA/img_align_celeba/001773.jpg,0,0,3
